0.0051,0.0152
0.0000,0.0316
0.0000,0.0460
0.0000,0.0437
0.0000,0.0146
0.0000,0.0190
0.0000,0.0279
0.0000,0.0428
0.0000,0.0683
0.0000,0.0642
0.0000,0.0536
0.0000,0.0387
0.0000,0.0354
0.0000,0.0299
0.0000,0.0212
0.0000,0.0088
0.0000,0.0027
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0015
0.0000,0.0000
0.0000,0.0170
0.0000,0.0048
0.0000,0.0045
0.0000,0.0000
0.0000,0.0000
0.0010,0.0000
0.0000,0.0014
0.0000,0.0019
0.0000,0.0000
0.0000,0.0000
0.0000,0.0033
0.0000,0.0032
0.0000,0.0022
0.0000,0.0032
0.0000,0.0070
0.0000,0.0079
0.0000,0.0072
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0063
0.0000,0.0104
0.0000,0.0156
0.0000,0.0055
0.0000,0.0178
0.0000,0.0160
0.0000,0.0150
0.0000,0.0191
0.0000,0.0062
0.0000,0.0275
0.0030,0.0089
0.0000,0.0097
0.0000,0.0078
0.0000,0.0147
0.0000,0.0116
0.0000,0.0030
0.0000,0.0027
0.0000,0.0025
0.0000,0.0040
0.0000,0.0126
0.0000,0.0105
0.0000,0.0085
0.0000,0.0119
0.0000,0.0127
0.0000,0.0095
0.0018,0.0099
0.0000,0.0138
0.0000,0.0192
0.0000,0.0184
0.0046,0.0168
0.0000,0.0360
0.0066,0.0478
0.0000,0.0511
0.0000,0.0443
0.0000,0.0745
0.0000,0.0685
0.0000,0.0688
0.0000,0.0632
0.0000,0.0582
0.0000,0.0528
0.0000,0.0864
0.0000,0.0197
0.0000,0.0101
0.0000,0.0202
0.0000,0.0270
0.0000,0.0344
0.0000,0.0613
0.0000,0.0518
0.0000,0.0386
0.0000,0.0683
0.0000,0.0393
0.0000,0.0888
0.0000,0.0554
0.0000,0.0695
0.0000,0.0893
0.0000,0.0825
0.0000,0.0741
0.0000,0.0640
0.0000,0.1053
0.0000,0.0954
0.0000,0.0933
0.0000,0.0717
0.0000,0.0814
0.0000,0.0589
0.0000,0.0830
0.0000,0.0621
0.0000,0.0457
0.0000,0.0692
0.0000,0.0369
0.0000,0.0413
0.0000,0.0504
0.0000,0.0573
0.0000,0.0609
0.0000,0.0524
0.0000,0.0641
0.0000,0.0536
0.0000,0.0302
0.0000,0.0674
0.0000,0.0562
0.0000,0.0497
0.0000,0.0677
0.0000,0.0397
0.0000,0.0781
0.0338,0.0535
0.1060,0.0434
0.1082,0.0494
0.0422,0.0686
0.0000,0.0845
0.0031,0.0960
0.0175,0.0549
0.0000,0.0682
0.0000,0.0912
0.0000,0.0736
0.0000,0.0587
0.0166,0.0691
0.0182,0.0753
0.0932,0.0730
0.0576,0.0877
0.0215,0.0286
0.0126,0.0230
0.0000,0.0367
0.0000,0.0483
0.0791,0.0890
0.1258,0.0773
0.0105,0.0328
0.0000,0.0467
0.0813,0.0694
0.1017,0.0847
0.0478,0.0783
0.0578,0.0169
0.0737,0.0359
0.0312,0.0072
0.0209,0.0122
0.0135,0.0110
0.0081,0.0133
0.0216,0.0150
0.0219,0.0150
0.0312,0.0173
0.0364,0.0135
0.0105,0.0148
0.0089,0.0117
0.0000,0.0150
0.0019,0.0092
0.0091,0.0225
0.0168,0.0264
0.0303,0.0244
0.0073,0.0354
0.0090,0.0289
0.0170,0.0363
0.0371,0.0360
0.0117,0.0468
0.0243,0.0428
0.0000,0.0487
0.0245,0.0450
0.0354,0.0478
0.0768,0.0461
0.0483,0.0633
0.0165,0.0462
0.0755,0.0487
0.0345,0.1192
0.0487,0.0565
0.0282,0.1083
0.0391,0.0570
0.0893,0.0577
0.0813,0.0493
0.0507,0.0523
0.0531,0.0249
0.0409,0.0249
0.0534,0.0318
0.0727,0.0355
0.0759,0.0290
0.0393,0.0375
0.0285,0.0376
0.0184,0.0391
0.0283,0.0438
0.0120,0.0392
0.0137,0.0371
0.0144,0.0371
0.0306,0.0343
0.0112,0.0324
0.0814,0.0307
0.0247,0.0232
0.0456,0.0436
0.0289,0.0329
0.0246,0.0402
0.0136,0.0399
0.0069,0.0424
0.0171,0.0513
0.0061,0.0324
0.0145,0.0451
0.0273,0.0203
0.0252,0.0334
0.0203,0.0272
0.0141,0.0269
0.0157,0.0308
0.0195,0.0220
0.0439,0.0226
0.0244,0.0187
0.0673,0.0236
0.0355,0.0241
0.0674,0.0214
0.0689,0.0281
0.0270,0.0285
0.0432,0.0278
0.0495,0.0289
0.0093,0.0255
0.0016,0.0428
0.0151,0.0248
0.0000,0.0242
0.0000,0.0173
0.0070,0.0106
0.0063,0.0273
0.0249,0.0317
0.0047,0.0237
0.0253,0.0116
0.0155,0.0103
0.0148,0.0210
0.0069,0.0103
