0.0126,0.0490
0.0000,0.0636
0.0000,0.0984
0.0000,0.0905
0.0000,0.0576
0.0000,0.0518
0.0000,0.0628
0.0000,0.0913
0.0000,0.1348
0.0000,0.1429
0.0000,0.1034
0.0000,0.0654
0.0000,0.0647
0.0000,0.0624
0.0000,0.0469
0.0000,0.0433
0.0000,0.0379
0.0000,0.0313
0.0000,0.0274
0.0000,0.0201
0.0000,0.0076
0.0000,0.0044
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0027
0.0000,0.0076
0.0000,0.0177
0.0000,0.0182
0.0000,0.0248
